"zip","city","brand","store_name","product_ean","product_desc","product_img","original_price","new_price","discount_dkk","discount_percent","stock","stock_unit","start_time","end_time","last_update"
"3450","Allerød","netto","Netto Allerød","5712874821685","BONDEBRØD GAMLE MØLLE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/088f55571f1764dc64ad46580e13b57d",7.65,4,3.65,47.71,2,"each","2025-11-27T16:39:32.000Z","2025-11-28T22:59:59.000Z","2025-11-27T16:39:53.000Z"
"3450","Allerød","netto","Netto Allerød","5701638141794","SALATOST PERS. TAVERNA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ed26349e-63b3-42b6-8a79-2f952a4bdf3d",12,9,3,25,1,"each","2025-11-21T08:21:37.000Z","2025-12-31T22:59:59.000Z","2025-11-27T09:37:54.000Z"
"3450","Allerød","netto","Netto Allerød","5712877953031","SKYR VANILJE EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",15.95,12,3.95,24.76,3,"each","2025-11-27T10:24:42.000Z","2025-11-28T22:59:59.000Z","2025-11-27T11:38:04.000Z"
"3450","Allerød","netto","Netto Allerød","5705522023432","SERRANO CASA CZAJA",NA,25,19,6,24,7,"each","2025-11-23T09:37:01.000Z","2025-12-08T22:59:59.000Z","2025-11-27T11:08:03.000Z"
"3450","Allerød","netto","Netto Allerød","7622210116444","HVIDLØG/URT. PHILADELPHIA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4c504dd0-f8c3-40f2-bc0c-c6d402592d15",22,17,5,22.73,1,"each","2025-11-21T08:26:31.000Z","2025-12-31T22:59:59.000Z","2025-11-27T14:53:32.000Z"
"3450","Allerød","netto","Netto Allerød","5707196304053","JULEMEDISTER VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4ea85eea3779f38e07b19737b8d29d8b",35.11,22,13.11,37.34,4,"each","2025-11-27T15:16:22.000Z","2025-11-28T22:59:59.000Z","2025-11-27T15:38:43.000Z"
"3450","Allerød","netto","Netto Allerød","5712877670846","FILET A LA MØR. PREMIEUR",NA,46.19,29,17.19,37.22,5,"each","2025-11-27T15:14:50.000Z","2025-11-29T22:59:59.000Z","2025-11-27T15:38:43.000Z"
"3450","Allerød","netto","Netto Allerød","5710405641603","LAMMECULOTTE PREMIEUR","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/66c59e9e-fdb0-4901-bf03-9dea0d4fe8c9",80.28,55,25.28,31.49,2,"each","2025-11-27T15:33:10.000Z","2025-11-29T22:59:59.000Z","2025-11-27T16:38:47.000Z"
"3450","Allerød","netto","Netto Allerød","5712872401629","KERNERUGBRØD ØGO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f81346d56c306660dcc69777858da6a6",15.98,7,8.98,56.2,5,"each","2025-11-27T16:59:22.000Z","2025-11-28T22:59:59.000Z","2025-11-27T16:59:48.000Z"
"3450","Allerød","netto","Netto Allerød","5701246006195","SOLSKINSBOLLER KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b3f02680-2166-42ba-971c-b08179c1b1d9",23,12,11,47.83,1,"each","2025-11-27T16:43:29.000Z","2025-11-29T22:59:59.000Z","2025-11-27T16:43:51.000Z"
"3450","Allerød","netto","Netto Allerød","5701246106727","RUGBRØDSBOLLER KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f2c6a041-f36a-455b-88af-05dcffb26986",24,12,12,50,5,"each","2025-11-27T16:44:49.000Z","2025-11-29T22:59:59.000Z","2025-11-27T16:45:13.000Z"
"3450","Allerød","netto","Netto Allerød","5701205001568","DET GODE SOL RUGBRØD SCHULSTAD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4101f2f30cbd52f825218a0e66a13753",25.99,13,12.99,49.98,6,"each","2025-11-27T16:54:41.000Z","2025-11-29T22:59:59.000Z","2025-11-27T16:54:59.000Z"
"3450","Allerød","netto","Netto Allerød","5726866108500","PROTEINBRØD KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ec6a45e8-cae0-40c3-af14-63ec6a4bb793",25.99,11,14.99,57.68,6,"each","2025-11-27T17:00:01.000Z","2025-11-28T22:59:59.000Z","2025-11-27T17:00:18.000Z"
"3450","Allerød","netto","Netto Allerød","7311070014488","HÖNÖ BOHUSKAKA PÅGEN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ca4d096bf0964b2528e40434bda63aff",22,17,5,22.73,1,"each","2025-11-27T16:52:59.000Z","2025-11-29T22:59:59.000Z","2025-11-27T18:08:59.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712877952898","SKYR BLÅBÆR EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",15.95,8,7.95,49.84,5,"each","2025-11-27T05:45:56.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:46:37.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712877953031","SKYR VANILJE EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",15.95,8,7.95,49.84,5,"each","2025-11-27T05:46:02.000Z","2025-11-28T22:59:59.000Z","2025-11-27T05:46:37.000Z"
"3450","Allerød","netto","Netto Blovstrød","5745000625635","PROTEIN HINDBÆR BOLD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/1503728d1933dcea46829a40716affd2",16,8,8,50,13,"each","2025-11-25T12:38:58.000Z","2025-11-29T22:59:59.000Z","2025-11-27T10:23:33.000Z"
"3450","Allerød","netto","Netto Blovstrød","5745000625611","PROTEIN CHOKO BOLD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/614f5683892bab9161891b15b865a189",16,12,4,25,5,"each","2025-11-25T12:39:22.000Z","2026-01-23T22:59:59.000Z","2025-11-27T12:53:52.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196325737","HK. GRIS/KALV VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/338328fc3f1cda9b36be00b2e934c81a",55,34,21,38.18,1,"each","2025-11-28T05:46:05.000Z","2025-11-28T22:59:59.000Z","2025-11-28T05:47:11.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701246028111","CAFÉ SANDWICH KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4e3e5a41-062c-433e-bdc5-d54bdd287bca",22,11,11,50,4,"each","2025-11-27T05:24:23.000Z","2025-11-28T22:59:59.000Z","2025-11-27T15:24:06.000Z"
"3450","Allerød","netto","Netto Blovstrød","8027403009159","TRIANGOLOSI PIZ SOLO COSE BU",NA,18,9,9,50,1,"each","2025-11-27T16:06:25.000Z","2025-12-28T22:59:59.000Z","2025-11-27T16:06:59.000Z"
"3450","Allerød","netto","Netto Blovstrød","5701977003234","FOREST FRUIT NATURLI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9a96deedab398db7266a0e5e43b743ea",18.95,15,3.95,20.84,2,"each","2025-11-26T09:10:30.000Z","2025-11-28T22:59:59.000Z","2025-11-27T17:24:27.000Z"
"3450","Allerød","netto","Netto Blovstrød","5713507059512","ØKO FRAICHE 9% LØGISMOSE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",14.09,9,5.09,36.12,4,"each","2025-11-27T05:47:54.000Z","2025-11-29T22:59:59.000Z","2025-11-27T18:09:38.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196277562","HK. GRIS/KALV 8-12% VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f070a4d881a59ba043ece6e595254843",45.11,28,17.11,37.93,4,"each","2025-11-28T05:43:06.000Z","2025-11-30T22:59:59.000Z","2025-11-28T05:43:31.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196346565","PAD THAI VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",35.05,18,17.05,48.64,1,"each","2025-11-28T05:44:17.000Z","2025-11-29T22:59:59.000Z","2025-11-28T05:44:44.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196312775","FLÆSKESTEG VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3f02883f799f6fc52661a39b5898009d",91.19,60,31.19,34.2,2,"each","2025-11-28T05:44:31.000Z","2025-11-30T22:59:59.000Z","2025-11-28T05:44:55.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196332018","KOTELETTER VELSMAG",NA,40.3,26,14.3,35.48,4,"each","2025-11-28T05:46:18.000Z","2025-11-30T22:59:59.000Z","2025-11-28T05:47:11.000Z"
"3450","Allerød","netto","Netto Blovstrød","5713507060846","PÆRE/BANAN YOGH LØGISMOSE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/d0151ff3198d24e2a5791733df1a109b",12.12,9,3.12,25.74,2,"each","2025-11-28T06:01:55.000Z","2025-11-30T22:59:59.000Z","2025-11-28T06:02:11.000Z"
"3450","Allerød","netto","Netto Blovstrød","4132500002669","CHEESEBURGER ABBELEN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",30.3,17,13.3,43.89,5,"each","2025-11-28T06:15:59.000Z","2025-11-30T22:59:59.000Z","2025-11-28T06:16:19.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712878045780","FRIKADELLE RET PREMIEUR","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",38.24,28,10.24,26.78,1,"each","2025-11-28T06:17:29.000Z","2025-11-29T22:59:59.000Z","2025-11-28T06:17:54.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712874224196","SANDWICH M/KYLLING NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/c0629892f0d4f75a118a2974925d8a18",23.07,8,15.07,65.32,1,"each","2025-11-28T06:19:01.000Z","2025-11-28T22:59:59.000Z","2025-11-28T06:19:19.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712876193070","BOLOGNESE FULDKORN NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b34337de1cfda2c948495e03665dba71",31.99,24,7.99,24.98,1,"each","2025-11-28T06:19:54.000Z","2025-11-29T22:59:59.000Z","2025-11-28T06:20:13.000Z"
"3450","Allerød","netto","Netto Blovstrød","5712872981442","BAMI GORENG NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/e7cc9c48-80dc-4826-bba9-2f9fa4ec1ce7",38.39,8,30.39,79.16,2,"each","2025-11-28T06:21:49.000Z","2025-11-28T22:59:59.000Z","2025-11-28T06:22:14.000Z"
"3450","Allerød","netto","Netto Blovstrød","5713507053992","TOMATSUPPE LØGISMOSE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",30.18,12,18.18,60.24,1,"each","2025-11-28T06:23:35.000Z","2025-11-28T22:59:59.000Z","2025-11-28T06:23:53.000Z"
"3450","Allerød","netto","Netto Blovstrød","5715775001590","TZATZIKI LA CAMPAGNA",NA,20.01,16,4.01,20.04,1,"each","2025-11-28T06:23:47.000Z","2025-11-30T22:59:59.000Z","2025-11-28T06:24:15.000Z"
"3450","Allerød","netto","Netto Blovstrød","5707196306897","MARINERET SVINEFILET VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/74bc2587f0de19cb626627fba5b8932e",45.1,27,18.1,40.13,3,"each","2025-11-28T05:44:35.000Z","2025-11-28T22:59:59.000Z","2025-11-28T06:37:43.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","57067698","JÆGERPØLSE 3-STJERNET","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/07daf099-9105-4a99-a16b-7ccf87ad3721",20.05,11,9.05,45.14,3,"each","2025-11-27T09:03:35.000Z","2025-12-01T22:59:59.000Z","2025-11-27T09:03:53.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5701205009731","DET GODE GULEROD SCHULSTAD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/35609beb-1511-4902-b25f-0cca360ec2c2",15.28,8,7.28,47.64,7,"each","2025-11-26T16:12:05.000Z","2025-11-28T22:59:59.000Z","2025-11-27T06:41:45.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5700426101613","KÆRNEMÆLK ARLA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/091edb52-9d4a-41c1-b0e9-a76d4a27df16",13.95,11,2.95,21.15,7,"each","2025-11-27T07:19:41.000Z","2025-12-02T22:59:59.000Z","2025-11-27T16:43:00.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5707196301618","HK. GRIS/KALV 4-7% VELSMAG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f2698835f82937e07a20dc3bdc9b2bf5",43.16,26,17.16,39.76,3,"each","2025-11-27T16:00:41.000Z","2025-11-29T22:59:59.000Z","2025-11-27T16:43:00.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","8002710415855","STRACCIATELLA ZANETTI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",22.95,15,7.95,34.64,8,"each","2025-11-27T08:33:43.000Z","2025-12-02T22:59:59.000Z","2025-11-27T08:34:03.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712871209196","MINI MOZZARELLA FELLINO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/8e95eb85-9420-4305-86ea-9afc155f624d",16.63,13,3.63,21.83,1,"each","2025-11-27T08:35:00.000Z","2025-12-02T22:59:59.000Z","2025-11-27T08:35:27.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","8010558103223","LF MOZZARELLA CASEIFICIO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/197e0ef24869586264942c634429f833",12.95,10,2.95,22.78,6,"each","2025-11-27T08:43:55.000Z","2025-11-30T22:59:59.000Z","2025-11-27T08:44:12.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5745001103125","HYTTEOSTS KYL/K TJIA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",18.95,10,8.95,47.23,9,"each","2025-11-27T08:59:40.000Z","2025-12-02T22:59:59.000Z","2025-11-27T09:00:16.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5704000465993","RØGET MEDISTER STRYHNS","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/006cd9bf12017953d427aec5dc01316b",31.21,16,15.21,48.73,5,"each","2025-11-27T09:02:00.000Z","2025-12-01T22:59:59.000Z","2025-11-27T09:02:27.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5710607001069","FRANSK LEVERPOSTEJ BORNHOLMERSLAGTEREN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",17.14,9,8.14,47.49,5,"each","2025-11-27T09:02:50.000Z","2025-11-29T22:59:59.000Z","2025-11-27T09:03:11.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712876524447","RULLEPØLSE EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",46.1,36,10.1,21.91,3,"each","2025-11-27T09:07:54.000Z","2025-12-01T22:59:59.000Z","2025-11-27T09:08:20.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5703985055656","SAMSØ ML 30+ EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",64.98,51,13.98,21.51,2,"each","2025-11-27T09:11:16.000Z","2025-12-02T22:59:59.000Z","2025-11-27T09:11:36.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712875604553","KYLLING-BACON SALAT SALATMESTEREN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/df5025c3fc5a4ff06985a1ee2656798e",17.07,9,8.07,47.28,13,"each","2025-11-27T09:00:35.000Z","2025-12-02T22:59:59.000Z","2025-11-27T09:12:08.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712877150898","SKINKESTRIMLER NÆMT","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/98fab98054e6fd41c48a0e98b590020a",17.09,13,4.09,23.93,1,"each","2025-11-27T09:11:54.000Z","2025-11-29T22:59:59.000Z","2025-11-27T09:12:29.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712872639664","BRIOCHE HOTDOG PREMIEUR","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3f0bd1f2f3defb1235dbcaa7f45bbc17",28.01,22,6.01,21.46,84,"each","2025-11-21T07:06:07.000Z","2025-11-28T22:59:59.000Z","2025-11-27T09:27:01.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5715775000791","PERSILLE PESTO LA CAMPAGNA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",17.02,11,6.02,35.37,6,"each","2025-11-27T09:08:31.000Z","2025-11-30T22:59:59.000Z","2025-11-27T09:57:16.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5710607000192","SYLTE BORNHOLMER","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/69cf3f65-4dc1-4f68-bee8-bd7d3815ab26",20,15,5,25,2,"each","2025-11-27T09:25:06.000Z","2025-12-04T22:59:59.000Z","2025-11-27T10:12:12.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5900244039987","RØGET FILET EGELYKKE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/32d6a5cce06069c0a76a02d1fc96a3eb",15.02,12,3.02,20.11,2,"each","2025-11-27T09:06:33.000Z","2025-12-02T22:59:59.000Z","2025-11-27T10:27:20.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5701638141794","SALATOST PERS. TAVERNA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ed26349e-63b3-42b6-8a79-2f952a4bdf3d",12,9,3,25,2,"each","2025-11-27T09:24:23.000Z","2025-12-07T22:59:59.000Z","2025-11-27T10:57:15.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5701246036703","KARTOFFEL SANDWICH KOHBERG","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9134b346603bb84adced233ee8a72d54",14.99,8,6.99,46.63,1,"each","2025-11-27T16:52:26.000Z","2025-11-28T22:59:59.000Z","2025-11-27T16:52:47.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","3153126826003","CAMEMBERT LE RUSTIQUE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/af84a17c98663236bef9094e366052ba",35,23,12,34.29,4,"each","2025-11-27T13:08:45.000Z","2025-11-30T22:59:59.000Z","2025-11-27T13:09:17.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","8713442591075","PLANTE URTER VAIRY","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b5363b2f30d5d3c27746b7ea93c6071e",15,11,4,26.67,4,"each","2025-11-27T13:09:02.000Z","2025-11-30T22:59:59.000Z","2025-11-27T13:09:29.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5703985056165","HYTTEOST MAMMEN","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9ad72b1202e02ba7d944281c509fac92",20,10,10,50,12,"each","2025-11-27T13:10:18.000Z","2025-11-30T22:59:59.000Z","2025-11-27T13:11:04.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5710405310509","SØDCHILI PHILADELPHIA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/dc97dc9817f31861458854eb0aa6599c",15,10,5,33.33,1,"each","2025-11-27T13:09:48.000Z","2025-11-30T22:59:59.000Z","2025-11-27T19:43:25.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","8411030049662","XXL SERRANO SERRANO",NA,39,20,19,48.72,8,"each","2025-11-27T13:10:38.000Z","2025-11-30T22:59:59.000Z","2025-11-27T13:11:04.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5760466923156","TOLKO PURLØG CASTELLO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/419bd0c7-07b6-4182-9ae2-cb38281799b0",17,13,4,23.53,10,"each","2025-11-27T13:11:11.000Z","2025-11-30T22:59:59.000Z","2025-11-27T13:11:35.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5711953159077","YOGHURT M/KIRSEBÆR YOGGI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4c8c0cee1c79d771fd09cc4d3eba24fc",22.19,12,10.19,45.92,31,"each","2025-11-25T07:37:39.000Z","2025-11-28T22:59:59.000Z","2025-11-27T13:12:36.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5701205005481","SKOVMAND SCHULSTAD","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/d4e0e3b5fbd3dd1ab56d3daa90792487",13.53,7,6.53,48.26,8,"each","2025-11-26T16:16:12.000Z","2025-11-28T22:59:59.000Z","2025-11-27T13:27:42.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5740200029122","KRANS ANANAS CASTELLO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6135dd01-f8c5-4a3b-a92d-aeaebf17e333",17,13,4,23.53,12,"each","2025-11-27T13:11:00.000Z","2025-11-30T22:59:59.000Z","2025-11-27T13:42:37.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5701977002732","VANILLA PROTEIN NATURLI","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/1d18ebc5adb0cc2951c07efeafac30ea",12.95,10,2.95,22.78,1,"each","2025-11-27T13:42:35.000Z","2025-12-07T22:59:59.000Z","2025-11-27T13:42:58.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5705522023425","KAMSTEG AARHUS","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/94c36798c933ceb6da882cd78c900a5d",19.08,10,9.08,47.59,4,"each","2025-11-27T09:05:53.000Z","2025-11-28T22:59:59.000Z","2025-11-27T14:27:47.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5710328002253","ØKO KÆRNEMÆLK LØGISMOSE","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/1e842daad9e2953aa047c765ac75a12d",14.69,11,3.69,25.12,7,"each","2025-11-27T07:16:12.000Z","2025-12-01T22:59:59.000Z","2025-11-27T14:42:53.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","7042961012329","OSTE SNACKS HAPPY ZOO","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/image",20,15,5,25,1,"each","2025-11-27T09:23:50.000Z","2025-12-07T22:59:59.000Z","2025-11-27T15:27:53.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","3236240071914","FLØDEOST VALNØD PAYSON BRETO",NA,22,17,5,22.73,3,"each","2025-11-26T14:27:50.000Z","2025-11-30T22:59:59.000Z","2025-11-27T15:42:57.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5701638118208","SALATOST CHILI TAVERNA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3e5b1ec7-9014-45c9-9e2d-b7d06f5f70ea",12,9,3,25,7,"each","2025-11-26T12:08:26.000Z","2025-11-30T22:59:59.000Z","2025-11-27T15:42:57.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","7300400129459","SESAM HAVSALT WASA","https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f9044be7-7a4c-4379-bbd0-9892aa1df6b3",25,15,10,40,15,"each","2025-11-24T11:18:08.000Z","2025-11-30T22:59:59.000Z","2025-11-27T15:42:57.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712877670846","FILET A LA MØR. PREMIEUR",NA,46.19,32,14.19,30.72,3,"each","2025-11-27T15:30:28.000Z","2025-11-29T22:59:59.000Z","2025-11-27T15:58:02.000Z"
"3450","Allerød","netto","Netto Allerød, Stationsvej","5712878243490","FLÆSK I SKIVER PREMIEUR",NA,45,30,15,33.33,2,"each","2025-11-27T16:05:19.000Z","2025-11-29T22:59:59.000Z","2025-11-27T17:43:11.000Z"
